# tfrrs_meet	top_score	runner_score	tfrrs_location_raw   (ambiguous -> geocode pile)
22256	1.00	1.00	Cedar Key Cedar Key, FL 32625
23402	1.00	1.00	Wiregrass Ranch High School Wiregrass Ranch High School Wesley Chapel, FL 33543
18777	1.00	1.00	Wayne State-Country Club Course Wayne, NE 68787
8886	1.00	1.00	Cottonwood Point, Marion Resevoir Marion, KS 66861
8911	1.00	1.00	Kings Island Golf Course Mason, OH 45039
8720	1.00	1.00	Saint Vincent College Latrobe, PA 15650
27020	1.00	1.00	Angel Mounds 2025 Lincoln Ave. Ramona Apt. Evansville, IN 63044
15207	1.00	1.00	Southern Arkansas University Magnolia, AR 71753
6629	1.00	1.00	Saxl Park Bangor, ME 04401
25938	1.00	1.00	Alabama 5901 Watermelon Rd. Northport, AL 35473
17544	1.00	1.00	Shelby Farms Park Memphis, TN 38112
27105	1.00	1.00	Oakridge Middle School 14975 Collier Boulevard Naples, FL 34119
7852	1.00	1.00	Leadbetter Beach / Shoreline Park Santa Barbara, CA 90210
26082	1.00	1.00	Gorby Family Cross Country Course 7574 Columbiana-Canfield Rd. Canfield, OH 44406
26083	1.00	1.00	Gorby Family Cross Country Course 7574 Columbiana-Canfield Rd. Canfield, OH 44406
25074	1.00	1.00	Fountain Central HS Veedersburg, IN
9331	1.00	1.00	Panorama Farms Charlottesville, VA 22901
24473	1.00	1.00	Goodells County Park Port Huron, MI
14176	1.00	1.00	Gettysburg College Gettysburg, PA 19530
24332	1.00	1.00	Beau Pre Golf Course McKinleyville, CA 95521
14277	1.00	1.00	Delaware Valley University Doylestown, PA
1031	1.00	1.00	Heartwell Park Long Beach, CA
19955	1.00	1.00	Winthrop Farm Course Rock Hill, SC 29733
992	1.00	1.00	Sherrod Residential Park Abilene, TX
9254	1.00	1.00	Texas A&M College Station, TX 77843
4026	1.00	1.00	Angel Mounds Cross Country Course Evansville, IN 47712
8613	1.00	1.00	Coastal Carolina University Conway, SC 29526
13943	1.00	1.00	Bucknell Cross Country Course Lewisburg, PA 17837
1131	1.00	1.00	Shelby Farms Course , TN
1088	1.00	1.00	Diablo Valley 321 Golf Club Drive Marquette, WI 49855
5475	1.00	1.00	Georgia College and State University Milledgeville, GA 12345
1043	1.00	1.00	Runners Soul Valley XC Classic , WA
8085	1.00	1.00	Currie Golf Course Midland, MI 48640
7742	1.00	1.00	Ash Creek Preserve Monmouth, OR 97351
7747	1.00	1.00	South Alabama Mobile, AL 12345
7754	1.00	1.00	Stanley Quarter Park New Britain, CT 06051
10208	1.00	1.00	Percy Warner State Park Nashville, TN
9414	1.00	1.00	Freed-Hardeman University Cross-Country Course Henderson, TN 38340
9343	1.00	1.00	Lakeside Municipal Golf Course Fort Dodge, IA 50428
9342	1.00	1.00	Hereford High School Parkton, MD 21120
9367	1.00	1.00	Pole Green Park -- Richmond, VA 8996 Pole Green Park Lane Mechanicsville, VA 23116
8924	1.00	1.00	Sunken Meadow State Park Kings Point, NY 11754
8856	1.00	1.00	Speedway Meadows, Golden Gate Park San Francisco, CA 94118
8773	1.00	1.00	Delaware State Complex Dover, DE 19901
8729	1.00	1.00	Vaughn's Gap @ Percy Warner Park 7311 TN-100 Nashville, TN 37221
8591	1.00	1.00	Chamizal Memorial National Park El Paso, TX 79905
8502	1.00	1.00	Percy Warner State Park Nashville, TN 00000
8499	1.00	1.00	MACGREGOR PARK 5225 CALHOUN HOUSTON, TX 77021
8352	1.00	1.00	Goucher College, Towson, MD Towson, MD 21204
8181	1.00	1.00	University of Central Florida Orlando, FL 32825
8277	1.00	1.00	Foundation Field, Lock Haven University Havenview Drive Lock Haven, PA 17745
8329	1.00	1.00	Texas-Tyler Tyler, TX 75707
8272	1.00	1.00	Lynn Creek Park Grand Prairie, TX 75052
9138	1.00	1.00	Haverford College Haverford, PA 19010
9084	1.00	1.00	Ash Creek Preserve Church St West Monmouth, OR 97361
9141	1.00	1.00	Cross Country Course Lincoln, PA 19352
9258	1.00	1.00	Furman University Greenville, SC 29613
7883	1.00	1.00	Laurel Hill Plantation Mount Pleasant, SC 29465
8017	1.00	1.00	Willamette Mission State Park Brooks, OR 97330
9023	1.00	1.00	Wapicada Golf Course Sauk Rapids, MN 55441
8908	1.00	1.00	Pacific Lutheran TACOMA, WA 98447
8147	1.00	1.00	Carousel Park, Wilmingon, DE Wilmington, DE 19808
8249	1.00	1.00	Rosedale Park Pennington, NJ 08534
10401	1.00	1.00	Lower Woodland Park 1000 N 50th St Seattle, WA 98103
9634	1.00	1.00	Stockton University Galloway, NJ 08205
10000	1.00	1.00	BYU-Hawaii Laie, HI 96762
9181	1.00	1.00	UNM North Golf Course Albuquerque, NM 87131
9144	1.00	1.00	Union Canal Tunnel Park Lebanon , PA 17003
8367	1.00	1.00	Turkeyville Farm 18935 15 1/2 Mile Rd Marshall, MI 49068
8366	1.00	1.00	Boling Park 1098 Marietta Hwy Canton, GA 30114
11982	1.00	1.00	Olmos Basin Park San Antonio, TX
9267	1.00	1.00	Angel Mounds State Historic Site 8215 Pollack Ave Evansville, IN 47715
9270	1.00	1.00	Noelridge Park Cedar Rapids, IA 50428
11355	1.00	1.00	Deer Path Park Flemington , NJ 07430
8496	1.00	1.00	Lowes Creek County Park Eau Claire, WI 55441
8578	1.00	1.00	Alumni Cross Country Course Haverford, PA 19041
10108	1.00	1.00	HOT Soccer Fields 6101 Airport Rd Waco, TX 76710
10186	1.00	1.00	Fountain Bluff Sports Complex 2200 Old State Hwy 210 Liberty, MO 64068
10104	1.00	1.00	HOT Soccer Fields 6101 Airport Rd Waco, TX 76710
10175	1.00	1.00	Hope College X-C Course (Ridge Point Church) Holland, MI 49424
11063	1.00	1.00	www.finishedresults.com Riverside, CA 92521
8722	1.00	1.00	St. Olaf College Cross-Country Course Northfield, MN 55057
8646	1.00	1.00	Grinnell Country Club - Grinnell College Grinnell, IA 50112
8726	1.00	1.00	Field of Dreams Cross Country Course One Willard Avenue Houghton, NY 14744
7810	1.00	1.00	Harry Pritchett Course, Tuscaloosa, Alabama Tuscaloosa, AL 35487
7753	1.00	1.00	Central Connecticut New Britain, CT 06051
8033	1.00	1.00	IU East Cross Country Course Richmond, IN 12345
13717	1.00	1.00	McIver Park Estacada, OR 97219
12189	1.00	1.00	Illinois-Chicago Chicago, IL 60608
12234	1.00	1.00	Illinois-Chicago Chicago, IL 60608
12212	1.00	1.00	Illinois-Chicago Chicago, IL 60608
9635	1.00	1.00	Stockton University 101 Vera King Farris Drive Galloway, NJ 08205
9588	1.00	1.00	Cal State San Marcos Campus San Diego, CA 92096
12499	1.00	1.00	Montana Missoula, MT 59812
12928	1.00	1.00	Montana Missoula, MT 59812
12919	1.00	1.00	Bethany Lutheran College Mankato, MN 56001
13370	1.00	1.00	Furman University Golf Course Greenville, SC 29613
10886	1.00	1.00	Matthews Industrial Park Santee, SC 29117
14604	1.00	1.00	Columbia International University Columbia, SC
11205	1.00	1.00	St Vincent College Latrobe, PA 15650
15261	1.00	1.00	River Creek Golf Course Wichita Falls, TX 76308
15296	1.00	1.00	University of Redlands Cross Country Course 1200 East Colton Avenue Redlands, CA 92373
15304	1.00	1.00	Wingate University 224 East Wilson St. Wingate, NC 28174
12342	1.00	1.00	Pole Green Park -- Richmond, VA 8996 Pole Green Park Lane Mechanicsville, VA 23116
12125	1.00	1.00	Roadman Park-California California, PA 15417
12235	1.00	1.00	Illinois-Chicago Chicago, IL 60608
12186	1.00	1.00	Illinois-Chicago Chicago, IL 60608
14633	1.00	1.00	Georgia International Horse Park Conyers, GA 30013
14346	1.00	1.00	Murray Park Cross-Country Course Murray, UT 84107
14339	1.00	1.00	Murray Park Cross-Country Course Murray, UT 84107
12434	1.00	1.00	Castleton College Cross-Country Course Castleton, VT 05735
12462	1.00	1.00	Lowes Creek County Park Eau Claire, WI 55441
15135	1.00	1.00	Alumni XC 370 Lancaster Ave Haverford, PA 19041
13242	1.00	1.00	Rebsamen Golf Course Little Rock, AR 72204
13237	1.00	1.00	Rebsamen Golf Course Little Rock, AR 72204
13520	1.00	1.00	Deer Path Park Flemington, NJ 08882
13235	1.00	1.00	Rebsamen Golf Course Little Rock, AR 72204
14215	1.00	1.00	Saxl Park Bangor, ME 04469
14136	1.00	1.00	Bicentennial Park 5351 Park West Lane Northampton, PA 18067
13854	1.00	1.00	Ohio Christian University 1476 Lancaster Pike Circleville, OH 43113
13670	1.00	1.00	Virginia Tech Blacksburg, VA 24060
15612	1.00	1.00	Blue River CC Venue, Blue River Memorial Park Shelbyville, IN 46176
15606	1.00	1.00	Apple Ridge Run Cross Country Course Yakima, WA 98926
15521	1.00	1.00	McAlpine Creek Park Charlotte, NC
14152	1.00	1.00	Gettysburg Cross Country Course Gettysburg, PA 17325
14045	1.00	1.00	Riverside Course Riverside, CA 92506
14942	1.00	1.00	Kansas Veteran's Home Winfield, KS 67019
15278	1.00	1.00	Hope College X-C Course (Hope College) Holland, MI 49424
16118	1.00	1.00	University of St. Joseph West Hartford, CT 06117
16184	1.00	1.00	Colburn Park Green Bay, WI 54304
16167	1.00	1.00	Lake Breeze Golf Course Oshkosh, WI 00000
18631	1.00	1.00	Newberry XC Course Newberry, SC
15113	1.00	1.00	Southeast Metropolitan Park Austin, TX 78746
19133	1.00	1.00	Eastern Michigan Ypsilanti, MI 48197
17920	1.00	1.00	Goucher College XC Course Towson, MD 21402
15933	1.00	1.00	Hopkinton Fairgrounds Hopkinton, NH 03229
19794	1.00	1.00	Pine Crest West Fort Lauderdale, FL 33334
16512	1.00	1.00	Purdue Northwest Hammond, IN
18056	1.00	1.00	Chambers Bay Central Meadow University Place, Washington, WA 98195
19354	1.00	1.00	Ram's XC Course Lake Mary, FL 32746
20406	1.00	1.00	Bill Roberts Golf Course Helena, MT 59601
20260	1.00	1.00	Apple Ridge Yakima, WA 98926
18581	1.00	1.00	Rice University Houston, TX 77251
20599	1.00	1.00	Cedar Key Cedar Key, FL 32625
19667	1.00	1.00	Virginia Tech 185 Beamer Way Blacksburg, VA 24060
19659	1.00	1.00	Sunken Meadow State Park Sunken Meadow State Park Kings Park, NY 11754
19399	1.00	1.00	Chambers Creek Regional Park University Place, WA 98467
21878	1.00	1.00	Huntington Univ Huntington, IN 46750
20727	1.00	1.00	Carousel State Park Wilmington, DE
19740	1.00	1.00	Gettysburg College cross-country course 300 N Washington St Gettysburg, PA 17325
21106	1.00	1.00	Clackamas Community College Oregon City, OR 97045
18889	1.00	1.00	Pleasant Ridge Park XC Course Girard, PA 16417
21290	1.00	1.00	St Cloud High School 2000 Bulldog Lane St. Cloud, FL 34769
21324	1.00	1.00	Sperling Sports Complex Deland, FL 32724
19336	1.00	1.00	Bradford Middle School Starke, FL
23013	1.00	1.00	Palmetto Ridge HS Naples, FL 34116
23011	1.00	1.00	Oak Ridge FL Naples , FL 32809
23372	1.00	1.00	St Cloud High School 2000 Bulldog Lane St. Cloud, FL 34769
23381	1.00	1.00	Fred Poppe Regional Park Palm Bay, FL 32907
23903	1.00	1.00	South Lake High School Groveland, FL 34715
22651	1.00	1.00	Alabama Tuscaloosa, AL 35487
21694	1.00	1.00	Markham Park 16001 West SR-84 Sunrise, FL
22849	1.00	1.00	Eagle Island State Park Eagle, ID
25368	1.00	1.00	St Cloud High School 2000 Bulldog Lane St. Cloud, FL 34769
24423	1.00	1.00	Tom Britt Memorial Park Wheeler, TX
23376	1.00	1.00	East Ridge High School Clermont, FL 34711
23360	1.00	1.00	Lake McKethan Lake Brooksville, FL
25917	1.00	1.00	Palmer Trinity Main Field 7900 SW 176 Street Palmetto Bay, FL 33157
25753	1.00	1.00	Salisbury Community Park XC Course Salisbury, NC 28147
25412	1.00	1.00	Wiregrass Ranch 2909 Mansfield Blvd Wesley Chapel, FL 33543
24454	1.00	1.00	Pollardâ€™s Field 2000 W Villa View Dr. Siloam Springs, AR 72761
22543	1.00	1.00	Northwood Univ MIdland, MI 48640
26159	1.00	1.00	Florida Deaf Anastasia Island, St. Augustine, FL 32084
26142	1.00	1.00	Emerald Coast Middle School Santa Rosa Beach, FL
25485	1.00	0.80	St. John Paul II Catholic School 5100 Terrebone Drive Tallahassee, FL 32312
25398	1.00	1.00	Indian River County Fairgrounds Vero Beach, FL 32963
25361	1.00	1.00	East Ridge High School 13322 Excalibur Rd Clermont, FL 34711
25414	1.00	1.00	Carney Island Recreation & Conservation Area 13275 SE 115th Ave Ocklawaha, FL 32179
26856	1.00	1.00	Taylor Park 100 East Washington Avenue Largo, FL 32180
25947	1.00	1.00	Tippecanoe County Amphitheater Park Lafayette, IN 47905
25952	1.00	1.00	Kingswood Regional High School 396 South Main St. Abenaki Ski Area - Wolfeboro, NH 03894
24378	1.00	1.00	Fountain Central Veedersburg, IN
24696	1.00	1.00	Sombrero Beach Key West, FL
26683	1.00	1.00	Freed-Hardeman Henderson, TN 38340
25716	1.00	1.00	Lancaster County Central Park 1049 Rockford Rd. Lancaster, PA 17602
25609	1.00	1.00	Lake Mckethan Brooksville, FL 34601
25848	1.00	1.00	King's Academy West Palm Beach, FL 33409
25510	1.00	1.00	Heritage Park & Gardens 1004 Helvenston St SE Live Oak, FL 34741
26221	1.00	1.00	Huntington Univ. 1300 Green Road Huntington, IN 46774
27200	1.00	1.00	Oberlin College Oberlin, OH 44074
23449	1.00	1.00	Alligator Park Lake City, FL
26851	1.00	1.00	Blakeley Park 9300 Lawson Rd. Spanish Fort, AL 36527
26944	1.00	1.00	Blakeley Park Spanish Fort, AL 36527
27302	1.00	1.00	Woodward Park 1101 E. University Avenue Fresno, CA 93741
26354	1.00	1.00	North Central College @ St.James Fram 2S541 Winfield Rd Chicago, IL 60625
27066	1.00	1.00	Central Wyoming College , WY
26552	1.00	1.00	Big Walnut Sports Park 910 E Washington St. Greencastle, IN 46135
27184	1.00	1.00	Blakeley Park 9300 Lawson Rd. Spanish Fort, AL 36527
26699	1.00	1.00	Hanover College Cross Country Course 500 S Gardner St Scottsburg, IN 47170
18951	1.00	1.00	Compton Wilson Park, CA 90221
12412	1.00	1.00	Luther College Decorah, IA 50428
26578	1.00	1.00	Taylor University Uploand, IN 46989
11306	1.00	1.00	North East Metropolitan Park Pflugerville, TX 78727
21305	1.00	1.00	Wiregrass Ranch Wesley Chapel, FL 33543
9702	1.00	1.00	North East Metropolitan Park Pflugerville, TX 78727
9791	1.00	1.00	LAKE LONG AUTIN, TX 78701
21611	1.00	1.00	Indian Rocks Christian Track Largo, FL 32312
10387	1.00	1.00	Murray Park Cross-Country Course Murray, UT 84107
26323	1.00	1.00	Tippecanoe Valley Akron, IN 46910
9214	1.00	1.00	Luther College Decorah, IA 50428
19629	1.00	1.00	Walsingham Park Largo, FL 32312
19886	1.00	1.00	Lewis & Clark College Portland, OR 97219
12359	1.00	1.00	Murray Park Cross-Country Course Murray, UT 84107
11219	1.00	1.00	Western Carolina University 1 University Way Cullowhee, NC 28723
14211	1.00	1.00	Univeristy of the Ozarks Trails Clarksvile, AR
10448	1.00	1.00	Collin Country Adventure Camp Anna, TX Melissa, TX 75454
8440	1.00	1.00	Texas A&M International University 5201 University Blvd Laredo, TX 78041
14679	1.00	1.00	Arkalon Park Wichita, KS
6936	1.00	1.00	Alumni Cross Country Course Haverford, PA 12345
16331	1.00	1.00	Highland HS 9135 Erie St. Highand, IN 46321
8610	1.00	1.00	Murray Park Cross-Country Course Murray, UT 84107
19832	1.00	1.00	Bulldog Stadium Borger, TX 79007
14698	1.00	1.00	Balboa Park San Diego, CA 92101
13989	1.00	1.00	Arroyo Verde Park Ventura, CA 93003
1030	1.00	1.00	El Dorado Park , CA
27155	1.00	1.00	WakeMed Soccer Park -- Cary NC Cary, NC
21328	1.00	1.00	Hawk XC Course Port Orange, FL 32119
10574	1.00	1.00	Avery Park 100 Avery Park Road Corvallis, OR 97330
8224	1.00	1.00	St. Joseph's College Kings Point, NY 11754
12288	1.00	1.00	Louisiana Tech Ruston, LA 71272
18737	1.00	1.00	Pine Crest West Fort Lauderdale, FL 33334
18427	1.00	1.00	Haverford Haverford, PA 19041
19673	1.00	1.00	Crystal Springs XC Course Millbrae, CA
10935	1.00	1.00	Clemson Sandhill Research and Education Center Columbia, SC 29208
13159	1.00	1.00	Crystal Springs XC Course Belmont, CA 95119
15978	1.00	1.00	Lowes Creek County Park Eau Claire, WI 55441
8501	1.00	1.00	TLU Fleming and Memorial Seguin, TX 78666
