  229168         1  ov=    1500  FEW_SPIKES   n=  52 +6    -0    clean=46   iqr=  5.7  row-level (cooked rows), not a label problem
  192284         1  ov=  2000.0  UNCLEAR      n=  29 +0    -13   clean=16   iqr=  6.9  shape ambiguous -> read the full --dump
  172665         1  ov=     800  FEW_SPIKES   n=  34 +0    -6    clean=28   iqr=  6.1  row-level (cooked rows), not a label problem
   96451         1  ov=    3000  FEW_SPIKES   n=  64 +11   -0    clean=53   iqr=  5.8  row-level (cooked rows), not a label problem
  652735         1  ov=    1600  FEW_SPIKES   n=  76 +13   -0    clean=63   iqr=  5.5  row-level (cooked rows), not a label problem
  443416         2  ov=     800  UNCLEAR      n=  26 +0    -6    clean=20   iqr=  8.7  shape ambiguous -> read the full --dump
  282758         1  ov=    1600  FEW_SPIKES   n=  33 +4    -0    clean=29   iqr=  8.4  row-level (cooked rows), not a label problem
  266918         1  ov=    1600  FEW_SPIKES   n=  75 +7    -0    clean=68   iqr=  9.1  row-level (cooked rows), not a label problem
  235515         2  ov=    3200  FEW_SPIKES   n=  20 +0    -3    clean=17   iqr=  6.0  row-level (cooked rows), not a label problem
  231053         1  ov=     800  UNCLEAR      n=  22 +1    -13   clean=8    iqr= 10.0  shape ambiguous -> read the full --dump
  209100         1  ov=    1600  UNCLEAR      n=  82 +21   -0    clean=61   iqr=  6.5  shape ambiguous -> read the full --dump
  205243         1  ov=    1600  FEW_SPIKES   n=  22 +0    -4    clean=18   iqr=  5.2  row-level (cooked rows), not a label problem
  168013         1  ov=     800  UNCLEAR      n=  40 +17   -0    clean=23   iqr=  7.3  shape ambiguous -> read the full --dump
  134261         1  ov=     800  UNCLEAR      n=  17 +5    -0    clean=12   iqr=  4.4  shape ambiguous -> read the full --dump
  113333         1  ov=     800  UNCLEAR      n= 129 +30   -0    clean=99   iqr=  4.9  shape ambiguous -> read the full --dump
  105600         1  ov=    1500  UNCLEAR      n=  58 +0    -20   clean=38   iqr=  8.6  shape ambiguous -> read the full --dump
   96476         1  ov=    3200  FEW_SPIKES   n=  86 +5    -0    clean=81   iqr=  5.1  row-level (cooked rows), not a label problem
   72880         1  ov=    3200  UNCLEAR      n= 200 +50   -2    clean=148  iqr= 10.4  shape ambiguous -> read the full --dump
  607395         1  ov=    3200  FEW_SPIKES   n=  34 +3    -0    clean=31   iqr=  5.6  row-level (cooked rows), not a label problem
  465628         1  ov=    1600  BIMODAL      n=  40 +6    -14   clean=20   iqr= 24.3  merged races -> _RESULT_OVERRIDE split or _DISTANCE_DROP
  295531         1  ov=    1600  UNCLEAR      n=  24 +0    -5    clean=19   iqr=  5.0  shape ambiguous -> read the full --dump
  272737         1  ov=    1600  FEW_SPIKES   n=  39 +0    -6    clean=33   iqr=  5.6  row-level (cooked rows), not a label problem
  247315         1  ov=     800  UNCLEAR      n=  24 +1    -5    clean=18   iqr=  9.7  shape ambiguous -> read the full --dump
  177059         1  ov=    1500  FEW_SPIKES   n=  75 +3    -0    clean=72   iqr=  5.8  row-level (cooked rows), not a label problem
  596726         1  ov=     800  UNCLEAR      n=  18 +0    -4    clean=14   iqr=  9.2  shape ambiguous -> read the full --dump
  519118         3  ov=     800  PARTIAL      n=  21 +0    -9    clean=12   iqr= 10.9  mixed content; label right for clean half -> per-result pins ONLY
  508755         1  ov=    1600  BIMODAL      n=  65 +14   -10   clean=41   iqr=  8.8  merged races -> _RESULT_OVERRIDE split or _DISTANCE_DROP
  473429         2  ov=     800  UNCLEAR      n=  49 +13   -0    clean=36   iqr=  7.1  shape ambiguous -> read the full --dump
  300614         1  ov=    1600  UNCLEAR      n=  29 +0    -11   clean=18   iqr=  6.2  shape ambiguous -> read the full --dump
  296455         1  ov=    1600  FEW_SPIKES   n=  68 +12   -0    clean=56   iqr=  6.2  row-level (cooked rows), not a label problem
  261166         1  ov=  1200.0  FEW_SPIKES   n= 238 +0    -41   clean=197  iqr=  7.6  row-level (cooked rows), not a label problem
  219721         3  ov=     800  FEW_SPIKES   n=  47 +0    -5    clean=42   iqr= 11.5  row-level (cooked rows), not a label problem
  206422         1  ov=     800  FEW_SPIKES   n=  22 +0    -3    clean=19   iqr=  5.2  row-level (cooked rows), not a label problem
  103470         1  ov=    3200  UNCLEAR      n= 113 +26   -0    clean=87   iqr=  9.4  shape ambiguous -> read the full --dump
  103287         1  ov=     800  UNCLEAR      n=  13 +0    -4    clean=9    iqr=  6.9  shape ambiguous -> read the full --dump
   96450         1  ov=    1500  UNCLEAR      n=  67 +16   -0    clean=51   iqr=  6.7  shape ambiguous -> read the full --dump
   84001         1  ov=    3200  UNCLEAR      n=  85 +24   -0    clean=61   iqr=  5.3  shape ambiguous -> read the full --dump
   74730         1  ov=    1000  UNCLEAR      n=  23 +0    -12   clean=11   iqr=  8.7  shape ambiguous -> read the full --dump
  613139         1  ov=    1600  FEW_SPIKES   n=  83 +8    -0    clean=75   iqr=  6.0  row-level (cooked rows), not a label problem
  541130         4  ov=  2000.0  FEW_SPIKES   n=  31 +0    -6    clean=25   iqr=  5.2  row-level (cooked rows), not a label problem
  530210         1  ov=    1600  FEW_SPIKES   n=  27 +0    -4    clean=23   iqr=  4.4  row-level (cooked rows), not a label problem
  463392        16  ov=  2400.0  UNCLEAR      n=  45 +9    -0    clean=36   iqr=  7.5  shape ambiguous -> read the full --dump
  451912         1  ov=    3200  FEW_SPIKES   n=  68 +3    -0    clean=65   iqr=  5.6  row-level (cooked rows), not a label problem
  436081         1  ov=     800  PARTIAL      n=  16 +0    -7    clean=9    iqr= 12.4  mixed content; label right for clean half -> per-result pins ONLY
  250423         1  ov=     800  FEW_SPIKES   n=  28 +0    -0    clean=28   iqr=  9.0  row-level (cooked rows), not a label problem
  242427         1  ov=    1500  UNIFORM_NEG  n=  17 +0    -12   clean=5    iqr=  6.7  wrong snap, label too SHORT -> page-verify drafted value
  226402         1  ov=    1600  UNCLEAR      n=  93 +28   -0    clean=65   iqr=  8.5  shape ambiguous -> read the full --dump
  225651         1  ov=     800  UNCLEAR      n=  55 +12   -0    clean=43   iqr=  5.7  shape ambiguous -> read the full --dump
  130839         2  ov=     800  UNCLEAR      n=  17 +0    -5    clean=12   iqr=  7.3  shape ambiguous -> read the full --dump
   96441         1  ov=    3000  FEW_SPIKES   n=  58 +7    -0    clean=51   iqr=  5.6  row-level (cooked rows), not a label problem
   84000         1  ov=     800  UNCLEAR      n=  90 +23   -0    clean=67   iqr=  5.7  shape ambiguous -> read the full --dump
  563292         1  ov=    1600  FEW_SPIKES   n=  49 +3    -0    clean=46   iqr=  5.9  row-level (cooked rows), not a label problem
  542616         1  ov=    1600  FEW_SPIKES   n=  22 +0    -4    clean=18   iqr=  4.9  row-level (cooked rows), not a label problem
  531814         1  ov=     800  UNCLEAR      n=  33 +0    -7    clean=26   iqr=  7.4  shape ambiguous -> read the full --dump
  507453         1  ov=     800  FEW_SPIKES   n=  16 +0    -1    clean=15   iqr=  2.8  row-level (cooked rows), not a label problem
  442320         1  ov=    5000  FEW_SPIKES   n=  35 +3    -0    clean=32   iqr=  4.1  row-level (cooked rows), not a label problem
  438015         1  ov=     800  FEW_SPIKES   n=  48 +3    -0    clean=45   iqr=  7.9  row-level (cooked rows), not a label problem
  409819         1  ov=     800  PARTIAL      n=  26 +0    -9    clean=17   iqr= 11.1  mixed content; label right for clean half -> per-result pins ONLY
  225955         1  ov=    3200  UNCLEAR      n=  35 +13   -0    clean=22   iqr=  9.0  shape ambiguous -> read the full --dump
  177058         1  ov=    1500  FEW_SPIKES   n=  65 +3    -0    clean=62   iqr=  6.2  row-level (cooked rows), not a label problem
  144067         1  ov=     800  FEW_SPIKES   n=  37 +0    -5    clean=32   iqr=  5.8  row-level (cooked rows), not a label problem
  661759         1  ov=     800  UNCLEAR      n=  30 +0    -7    clean=23   iqr= 10.0  shape ambiguous -> read the full --dump
  600451         1  ov=     800  FEW_SPIKES   n=  22 +0    -0    clean=22   iqr=  4.3  row-level (cooked rows), not a label problem
  433427         1  ov=    1600  FEW_SPIKES   n=  28 +0    -5    clean=23   iqr=  4.4  row-level (cooked rows), not a label problem
  418836         1  ov=    1600  UNCLEAR      n=  13 +0    -7    clean=6    iqr=  7.5  shape ambiguous -> read the full --dump
  376738         1  ov=     800  UNCLEAR      n=  13 +0    -6    clean=7    iqr=  8.5  shape ambiguous -> read the full --dump
  375274         1  ov=    5000  PARTIAL      n=  13 +0    -4    clean=9    iqr= 11.7  mixed content; label right for clean half -> per-result pins ONLY
  371778         1  ov=    1600  BIMODAL      n=  26 +4    -8    clean=14   iqr= 24.4  merged races -> _RESULT_OVERRIDE split or _DISTANCE_DROP
  348561         1  ov=    1600  FEW_SPIKES   n=  96 +9    -0    clean=87   iqr=  5.6  row-level (cooked rows), not a label problem
  342797         1  ov=    1600  UNCLEAR      n=  24 +8    -0    clean=16   iqr=  8.3  shape ambiguous -> read the full --dump
  309785         1  ov=4828.032  UNCLEAR      n=  37 +0    -9    clean=28   iqr=  5.7  shape ambiguous -> read the full --dump
  177074         1  ov=    1500  FEW_SPIKES   n=  97 +12   -0    clean=85   iqr=  8.0  row-level (cooked rows), not a label problem
  177072         1  ov=    1000  FEW_SPIKES   n=  91 +8    -0    clean=83   iqr=  6.0  row-level (cooked rows), not a label problem
  153406         1  ov=    1600  FEW_SPIKES   n= 107 +10   -0    clean=97   iqr=  5.7  row-level (cooked rows), not a label problem
  142520         2  ov=    1500  UNCLEAR      n=  20 +0    -4    clean=16   iqr=  6.0  shape ambiguous -> read the full --dump
  125554         2  ov=    1500  FEW_SPIKES   n=  66 +8    -0    clean=58   iqr=  4.8  row-level (cooked rows), not a label problem
   96438         1  ov=    1000  FEW_SPIKES   n=  69 +13   -0    clean=56   iqr=  5.5  row-level (cooked rows), not a label problem
   81647         1  ov=    1600  FEW_SPIKES   n=  88 +5    -0    clean=83   iqr=  6.3  row-level (cooked rows), not a label problem
   77860         1  ov=    1000  FEW_SPIKES   n=  17 +0    -0    clean=17   iqr=  2.9  row-level (cooked rows), not a label problem
   52793         1  ov=    3200  FEW_SPIKES   n=  23 +0    -0    clean=23   iqr=  1.9  row-level (cooked rows), not a label problem
  615378         1  ov=     800  FEW_SPIKES   n=  45 +5    -0    clean=40   iqr=  4.9  row-level (cooked rows), not a label problem
  557465         1  ov=     800  FEW_SPIKES   n=  64 +4    -0    clean=60   iqr=  5.3  row-level (cooked rows), not a label problem
  405214         1  ov=     800  FEW_SPIKES   n=  36 +5    -0    clean=31   iqr=  5.0  row-level (cooked rows), not a label problem
  284467         1  ov=    1600  FEW_SPIKES   n= 101 +10   -0    clean=91   iqr=  4.3  row-level (cooked rows), not a label problem
  259497         1  ov=     800  FEW_SPIKES   n=  17 +0    -1    clean=16   iqr=  5.4  row-level (cooked rows), not a label problem
  184965         1  ov=    3200  PARTIAL      n=  35 +8    -1    clean=26   iqr= 10.8  mixed content; label right for clean half -> per-result pins ONLY
  177073         1  ov=    1000  FEW_SPIKES   n=  75 +2    -0    clean=73   iqr=  5.5  row-level (cooked rows), not a label problem
   71773         1  ov=     800  FEW_SPIKES   n=  88 +14   -0    clean=74   iqr=  6.6  row-level (cooked rows), not a label problem
   34894         1  ov=    1600  UNCLEAR      n=  17 +0    -10   clean=7    iqr=  7.7  shape ambiguous -> read the full --dump
  652872         1  ov=    1600  FEW_SPIKES   n= 108 +8    -0    clean=100  iqr=  5.7  row-level (cooked rows), not a label problem
  614854         1  ov=    1600  FEW_SPIKES   n=  38 +1    -0    clean=37   iqr=  4.6  row-level (cooked rows), not a label problem
  596295         1  ov=    3200  FEW_SPIKES   n=  51 +0    -8    clean=43   iqr=  6.0  row-level (cooked rows), not a label problem
  454874         2  ov=    1600  UNCLEAR      n=  21 +9    -0    clean=12   iqr=  8.2  shape ambiguous -> read the full --dump
  420255         1  ov= 1609.34  BIMODAL      n=  47 +8    -8    clean=31   iqr= 18.8  merged races -> _RESULT_OVERRIDE split or _DISTANCE_DROP
  352415         3  ov=     800  UNCLEAR      n=  48 +1    -10   clean=37   iqr=  7.4  shape ambiguous -> read the full --dump
  312485         1  ov=    1600  FEW_SPIKES   n= 290 +18   -0    clean=272  iqr=  5.8  row-level (cooked rows), not a label problem
  269735         1  ov=    1000  PARTIAL      n=  15 +0    -8    clean=7    iqr= 13.1  mixed content; label right for clean half -> per-result pins ONLY
  259967         1  ov=    1500  FEW_SPIKES   n=  78 +5    -0    clean=73   iqr=  7.3  row-level (cooked rows), not a label problem
  252752         1  ov=    1600  PARTIAL      n=  55 +12   -1    clean=42   iqr= 11.9  mixed content; label right for clean half -> per-result pins ONLY
  229169         1  ov=    1500  FEW_SPIKES   n=  56 +4    -0    clean=52   iqr=  5.6  row-level (cooked rows), not a label problem
  189401         1  ov=    1500  FEW_SPIKES   n=  32 +0    -4    clean=28   iqr= 13.3  row-level (cooked rows), not a label problem
  177057         1  ov=    1000  FEW_SPIKES   n=  73 +5    -0    clean=68   iqr=  6.9  row-level (cooked rows), not a label problem
  164139         2  ov=    1600  FEW_SPIKES   n=  47 +7    -0    clean=40   iqr=  9.4  row-level (cooked rows), not a label problem
  104708         2  ov=     800  FEW_SPIKES   n=  20 +0    -3    clean=17   iqr=  5.5  row-level (cooked rows), not a label problem
   96478         1  ov=    3200  FEW_SPIKES   n=  59 +9    -0    clean=50   iqr=  8.2  row-level (cooked rows), not a label problem
   48089         4  ov=    1600  FEW_SPIKES   n=  25 +2    -0    clean=23   iqr= 10.1  row-level (cooked rows), not a label problem
  647440         2  ov= 1609.34  FEW_SPIKES   n=  13 +0    -2    clean=11   iqr=  4.6  row-level (cooked rows), not a label problem
  566665         1  ov=    1600  FEW_SPIKES   n=  34 +2    -0    clean=32   iqr= 15.9  row-level (cooked rows), not a label problem
  465250         1  ov=    1600  UNCLEAR      n=  19 +2    -3    clean=14   iqr=  6.7  shape ambiguous -> read the full --dump
  445690         1  ov=    1500  FEW_SPIKES   n=  21 +1    -0    clean=20   iqr= 10.6  row-level (cooked rows), not a label problem
  330548         1  ov=    1600  FEW_SPIKES   n=  46 +0    -9    clean=37   iqr=  7.3  row-level (cooked rows), not a label problem
  284804         3  ov=    1500  FEW_SPIKES   n=  15 +0    -2    clean=13   iqr=  5.2  row-level (cooked rows), not a label problem
  240493         1  ov=    1600  PARTIAL      n=  19 +0    -12   clean=7    iqr= 18.1  mixed content; label right for clean half -> per-result pins ONLY
  235496         1  ov=    1600  FEW_SPIKES   n= 232 +16   -0    clean=216  iqr=  7.0  row-level (cooked rows), not a label problem
  209106         1  ov=    3000  FEW_SPIKES   n=  72 +2    -0    clean=70   iqr=  5.9  row-level (cooked rows), not a label problem
  209099         1  ov=    3200  FEW_SPIKES   n=  74 +5    -0    clean=69   iqr=  4.6  row-level (cooked rows), not a label problem
  119956         1  ov=    3200  FEW_SPIKES   n= 146 +16   -0    clean=130  iqr=  6.3  row-level (cooked rows), not a label problem
  119953         1  ov=    1600  FEW_SPIKES   n= 179 +6    -0    clean=173  iqr=  6.0  row-level (cooked rows), not a label problem
   95997         1  ov=    1600  FEW_SPIKES   n= 178 +5    -0    clean=173  iqr=  6.1  row-level (cooked rows), not a label problem
   94991         1  ov=    3200  PARTIAL      n= 106 +21   -0    clean=85   iqr= 12.6  mixed content; label right for clean half -> per-result pins ONLY
   79792         1  ov=    1600  FEW_SPIKES   n=  39 +4    -0    clean=35   iqr=  3.1  row-level (cooked rows), not a label problem
   66143         1  ov=    1500  PARTIAL      n= 103 +24   -1    clean=78   iqr= 11.8  mixed content; label right for clean half -> per-result pins ONLY
